DateTime,Compressor A1 (kW),Compressor B1 (kW),Compressor C 1(kW),Compressor D1 (kW),Compressor A2 (kW),Compressor B2 (kW),Compressor C2 (kW),Compressor D2 (kW),Pressure (psig)
5/12/2022 11:46,305.2,91.1,499.3,305.8,172.6,281,375.9,356.2,82.242
5/12/2022 11:47,293.4,91.1,492.2,316,178.2,291.4,361.7,353.7,82.053
5/12/2022 11:48,285.3,90.7,498.2,314.7,173.5,280.4,384.3,372.8,81.864
5/12/2022 11:49,287.6,91.5,516.5,316.7,178,286.5,382.7,347.4,82.242
5/12/2022 11:50,306.2,91.7,514.4,321.6,170.7,285.5,375.9,358.5,82.431
5/12/2022 11:51,296.2,92.3,492.5,316.2,179.7,287.2,363.4,357.5,82.62
5/12/2022 11:52,300.6,89.9,503.3,345.2,174.6,289.9,381,361.1,82.179
5/12/2022 11:53,308.3,88.4,500.6,311.3,175,284.8,366.9,362.4,82.431
5/12/2022 11:54,304.8,88.4,492,362.1,173.6,286,383.3,357.3,82.368
5/12/2022 11:55,296.9,86.9,491.7,357.5,177.7,281,370.4,372.7,82.053
5/12/2022 11:56,303.1,92,494.3,325.2,174,276.3,364.9,362.5,82.431
5/12/2022 11:57,307,91.8,495.7,320.6,170.9,277.1,363.4,380.4,82.999
5/12/2022 11:58,307.6,87.9,491.1,312.4,174.8,280.3,370.7,360.5,83.125
5/12/2022 11:59,298.6,92,490.7,313.4,173.5,278.6,358.1,369.5,84.071
5/12/2022 12:00,299.8,87.8,490.1,314.6,166.2,280.9,365,370.6,84.702
5/12/2022 12:01,306.3,92.5,500.7,308.8,177.2,282.8,369.2,352.2,85.459
5/12/2022 12:02,304.7,86.8,507.5,341,175.2,279.4,368.1,356.6,86.342
5/12/2022 12:03,292.8,88.2,497.3,311.3,162.2,282.8,382.2,357.5,86.72
5/12/2022 12:04,301.8,89.4,471.1,310.4,160.4,287.2,354.4,354,87.288
5/12/2022 12:05,291.8,90.1,456.2,335.9,158.7,282.1,372.5,356.3,88.108
5/12/2022 12:06,304.7,84.8,442.2,349.9,172.8,286.6,371.4,361,87.666
5/12/2022 12:07,291.8,84.3,440.2,314.1,163.2,289,414.2,356.6,87.982
5/12/2022 12:08,301.1,90,440.7,311.2,159,278.8,418.7,369.5,88.171
5/12/2022 12:09,301.6,89.2,418.9,310.9,167.4,287.8,416,371.8,88.36
5/12/2022 12:10,293.1,88,417,312.8,165,290.3,402.6,354.4,87.856
5/12/2022 12:11,299,84.5,420.9,312.1,165.7,284.6,400.5,349.8,87.351
5/12/2022 12:12,297.1,91.3,415.4,309.3,165.9,286.9,380.5,355.4,87.982
5/12/2022 12:13,299.2,92.1,422.3,315.9,165.1,277.9,365.2,357.1,87.982
5/12/2022 12:14,292.6,85.8,419.2,313.5,168.1,284.7,359.6,359.7,88.549
5/12/2022 12:15,294.9,92.1,421.6,310.3,172.6,273.1,356.4,376.5,88.486
5/12/2022 12:16,289.3,82.4,418.5,306.8,162.7,284.3,368.7,369,89.243
5/12/2022 12:17,278.1,87.9,406.1,303.3,171.1,293,382,375.5,88.234
5/12/2022 12:18,296,85,409.7,304.1,166.2,291.7,383.9,383.1,88.045
5/12/2022 12:19,291.9,89.5,411.4,307.7,172,271.7,388.6,370.1,87.666
5/12/2022 12:20,290.6,85.2,419.9,312.1,164.4,279.4,399.7,379.8,88.486
5/12/2022 12:21,297.3,83,416.1,310,168.3,284.3,403.5,361.3,89.18
5/12/2022 12:22,291.9,83.3,421.8,302.9,165.1,283.4,414.7,356.9,88.802
5/12/2022 12:23,286.5,90.1,408,301.1,166.2,278.5,419.4,365.5,88.612
5/12/2022 12:24,298.5,90.6,412.4,300.4,159.7,285.8,419.5,352.5,87.856
5/12/2022 12:25,296.3,84.6,404.9,307.7,161.8,279.7,414.2,377.1,87.982
5/12/2022 12:25,293.3,89.1,401.7,307.9,157,281.2,396.4,381.7,87.792
5/12/2022 12:26,302.5,89,410.8,315.4,174.7,283.7,385,352.5,88.171
5/12/2022 12:27,296.7,84.3,416.4,309,162.7,284.6,352.8,359.9,88.739
5/12/2022 12:28,284.4,87.1,416.2,306.5,167.2,294.6,366.2,354.5,88.802
5/12/2022 12:29,285.2,81.3,414.7,296.8,163.7,280.6,355.6,356.7,88.991
5/12/2022 12:30,290.3,85.8,420.3,296.9,170.4,282.1,369.6,346.4,87.919
5/12/2022 12:31,294.7,87.1,436.3,308.1,165,284.7,372.5,355,87.729
5/12/2022 12:32,296.3,82.5,423.8,307.9,161.6,288,369.1,355.3,88.549
5/12/2022 12:33,286.7,86.8,410.5,303.6,157.7,287.2,375.8,359.5,88.486
5/12/2022 12:34,293,85.2,410.4,302.9,166.4,284.7,380.3,360.7,87.982
5/12/2022 12:35,299,94.5,405.6,302.7,168.8,274,371.7,366.2,87.982
5/12/2022 12:36,292.9,89.2,414.6,304,169.5,274.3,366.6,362.3,87.982
5/12/2022 12:37,289.2,89.3,420.9,306.2,163.6,287,372.9,359.1,87.856
5/12/2022 12:38,290.1,90.6,425.1,311.8,168.2,287.7,366.1,354.4,87.982
5/12/2022 12:39,298.1,91.9,427.2,310.6,165.8,286.7,363.5,354.2,87.856
5/12/2022 12:40,275.5,91,409.3,311.6,154,276.9,363.2,349.2,87.856
5/12/2022 12:41,291.4,87.1,415.6,311.9,165.3,281.6,372.6,351.8,88.108
5/12/2022 12:42,297.6,86.3,414.3,313.4,167.5,282.7,362.3,350.8,88.171
5/12/2022 12:43,293.1,85.4,424.7,307.1,165.3,288.2,357.2,352.3,88.423
5/12/2022 12:44,301.5,86.6,418.7,308.3,163.3,284.2,368.7,349,87.729
5/12/2022 12:45,293.2,81.6,413.1,308.5,164.5,276.7,369.5,352.7,88.108
5/12/2022 12:46,301.9,88.1,416.6,308.8,164.5,292.5,388.6,354,88.297
5/12/2022 12:47,292.3,88.6,411,311.3,170.5,289.4,371.8,354.1,87.666
5/12/2022 12:48,299,91,418.9,313.3,166.6,288.4,370.8,356.9,88.36
5/12/2022 12:49,301,88.2,415.7,307.6,166.8,288.9,364.7,349.5,88.802
5/12/2022 12:50,290.9,88.3,415.9,310.2,166.9,288.9,375.4,354.5,87.477
5/12/2022 12:51,309.9,85.5,408.8,312.7,168.9,283.3,379.4,351.7,88.549
5/12/2022 12:52,298.3,94.2,422.5,306,163.4,294.7,375,352.8,88.928
5/12/2022 12:53,287.2,87.3,416,295.5,162,284.1,371.8,354.8,88.297
5/12/2022 12:54,301.4,91.5,425.5,303.2,158.6,284.3,366.2,357.3,87.603
5/12/2022 12:55,307.1,86.9,412.6,306.5,170.5,286.9,379.2,358.2,88.297
5/12/2022 12:56,297.5,85.4,411.1,299.7,171,279.2,371.5,352.9,88.865
5/12/2022 12:57,286.1,91.7,413.2,297.9,159.3,273.9,373.7,351.2,88.234
5/12/2022 12:58,300,89,410.6,303.4,166,283.3,393.4,354.8,88.297
5/12/2022 12:59,296.5,91.5,408.1,299.6,166.8,288.3,383.7,356.4,88.36
5/12/2022 13:00,301,80.8,407.8,293.3,158.3,280.7,383.3,349.4,89.18
5/12/2022 13:01,299.5,83.5,404.6,294.5,168,277.1,377.8,349.1,88.234
5/12/2022 13:02,279.5,84.2,409.8,298.3,167.4,279.5,388.9,352.5,88.865
5/12/2022 13:03,293.8,82.6,412.8,289.3,169.3,294.3,385.4,350.3,88.991
5/12/2022 13:04,302.5,90.7,428.7,292.7,171.4,287.7,392.5,352.7,88.171
5/12/2022 13:05,308.4,84.5,418.8,305.3,167,270.9,380.1,350.8,88.171
5/12/2022 13:06,291.2,88.9,406.2,298.1,168.1,283.1,383.8,352.4,89.117
5/12/2022 13:07,290.9,87.9,408.5,292.9,164.3,286,385.2,355.4,88.612
5/12/2022 13:08,293.6,88.6,410.7,302.5,158.3,283,395.6,348.3,88.171
5/12/2022 13:09,303.1,88.9,410.7,302.9,168.9,283.6,374.5,349.9,88.549
5/12/2022 13:10,291.9,85.1,415.7,289.9,161.3,279.3,376.5,349.2,89.054
5/12/2022 13:11,299,86.7,423.4,286.8,172.3,281.8,381.5,349.5,88.045
5/12/2022 13:12,289.7,85.5,443.2,298.4,163.8,283.8,388.2,345,88.297
5/12/2022 13:13,291.6,83.7,413.1,287.8,167.4,281.9,381.1,363.8,89.18
5/12/2022 13:14,285.7,84,413.1,289.8,162.4,267.5,377,344,87.919
5/12/2022 13:15,294.9,88.2,431.1,298.9,167.4,280.4,376.9,345.1,88.171
5/12/2022 13:16,305.3,88.4,419.8,291.9,167.7,284.5,382.6,346.6,88.928
5/12/2022 13:17,293.6,83.3,416.5,286.7,170.9,284.1,380.6,351.8,88.423
5/12/2022 13:18,299.6,89.7,424.9,293.7,170,274,366.5,346.6,88.171
5/12/2022 13:19,299.4,87,424.6,298.8,168.1,273.3,391.3,364,88.234
5/12/2022 13:20,298.2,91.7,418,296.9,169.2,279,413,342.3,88.739
5/12/2022 13:21,293.1,85,411.8,290.6,164.4,291.8,423.9,364.1,88.36
5/12/2022 13:22,305.3,82.4,430.9,326.9,168.2,291.6,415.4,354.2,87.856
5/12/2022 13:23,305.9,81.6,417.4,330.9,162.6,290,411.1,372.4,89.117
5/12/2022 13:24,289.9,80,423,291,163,279.6,422.8,352.3,88.297
5/12/2022 13:24,304,82.6,422.7,295.8,167.7,284.9,407.9,349.1,87.856
5/12/2022 13:25,290.9,84.6,434.6,302.2,165.8,297,370.4,343.1,88.045
5/12/2022 13:26,294.4,83.5,426.6,296.8,171.3,294.5,370.9,347.3,88.991
5/12/2022 13:27,308.3,85.8,431.7,285.7,159.8,285.3,376.4,346.4,88.171
5/12/2022 13:28,297.5,80.8,440.7,296.9,168.9,289.7,374.7,349.7,87.982
5/12/2022 13:29,291.4,85.2,434.8,308.2,176.2,287.8,389.3,350,88.865
5/12/2022 13:30,298.4,85.6,437.8,288.8,166,293,370.9,355.8,88.802
5/12/2022 13:31,304.4,85.7,427.6,292.8,161.1,285.4,374.8,407.1,87.856
5/12/2022 13:32,282.4,87.5,418.5,360.8,176.8,283.3,371.9,343.1,88.045
5/12/2022 13:33,298.7,91.4,414.5,344.8,162.6,274.3,370.2,347.3,89.432
5/12/2022 13:34,319.9,90.4,417.3,310.6,162,284.9,385.1,405.9,88.739
5/12/2022 13:35,293.3,92.6,425.4,298,162,278.5,415.8,348.5,88.108
5/12/2022 13:36,297,90.5,419.7,295.5,169,286.4,424.5,341.8,88.612
5/12/2022 13:37,299.3,84,406.7,287.1,166.6,292.7,433.1,347.4,89.306
5/12/2022 13:38,305.4,85,421,279.5,165.9,279.1,414.5,347.4,88.297
5/12/2022 13:39,302.5,87.4,409.7,297.9,162.3,284.3,413.4,365.5,88.297
5/12/2022 13:40,297.8,89.3,405.4,283.4,165.6,282.3,377.2,427.3,89.495
5/12/2022 13:41,301.7,86.3,425.7,286.9,172,285.5,375.2,350.6,87.982
5/12/2022 13:42,302.3,85.4,399.1,300.5,163.5,284.8,374.4,353.7,88.045
5/12/2022 13:43,290.1,86.8,409.1,300.2,165.9,309.7,380.8,350.1,88.486
5/12/2022 13:44,291.3,89.5,408.1,293.9,172.1,313.5,366.5,343.6,89.18
5/12/2022 13:45,299.8,89.6,404.8,276.5,162.5,286.2,375.3,346.5,88.802
5/12/2022 13:46,297.3,90.4,419.7,298,161.8,292.3,364,354.9,88.234
5/12/2022 13:47,298.6,87.6,418.5,288.6,160.1,292.9,369.3,346.5,89.117
5/12/2022 13:48,305,89,419.8,283.9,166.1,288.5,391.4,348.3,88.36
5/12/2022 13:49,299.8,88.4,413.1,285.1,168.3,286.6,372.7,348.8,88.549
5/12/2022 13:50,301.8,86.8,411.6,291,159.3,292.1,385.9,346.1,88.234
5/12/2022 13:51,296.5,90.6,409.6,285.7,176.2,286.4,388.1,352.7,89.18
5/12/2022 13:52,307.3,85.3,409.6,279.4,170.6,287.3,377.8,345,88.423
5/12/2022 13:53,296.7,81.5,412.4,294.4,159.8,289.2,385,355.4,87.919
5/12/2022 13:54,310.5,89.1,411.5,287.8,164.4,280.6,373.4,384,89.18
5/12/2022 13:55,292.8,91.7,417,282.8,166.9,276.6,378,348.6,88.486
5/12/2022 13:56,296.9,85.2,432.7,284,164.4,283.6,369.2,348.2,88.549
5/12/2022 13:57,302.6,91.4,416.6,295.3,165.5,279,388.7,352.6,88.108
5/12/2022 13:58,305.4,84.7,416.6,279.8,167.9,281.7,380.2,342.6,89.306
5/12/2022 13:59,292,82.6,417.9,274.1,164.6,278.6,378.4,429,88.108
5/12/2022 14:00,298.4,81.6,418.2,283.5,166.4,285.1,377.5,342.7,87.982
5/12/2022 14:01,289.3,86,418.1,288.3,165.4,278.2,379.5,347.8,88.486
5/12/2022 14:02,298.3,85.7,422.7,268.3,170.2,275.2,375.8,349.4,89.306
5/12/2022 14:03,296.6,91.9,414.6,277.5,165.2,281.5,395.1,370.8,87.982
5/12/2022 14:04,293.4,80.2,425.6,283.2,169.7,282.5,375.5,354,88.234
5/12/2022 14:05,303.6,88.3,427.7,284.4,179.4,280.9,377.7,438,88.234
5/12/2022 14:06,291.9,83.4,425.5,282.4,178.4,287.1,373.3,349.5,88.739
5/12/2022 14:07,298.4,83.9,411.2,277.5,175.1,288.7,366.2,347.3,88.171
5/12/2022 14:08,296.8,88.3,442.6,286.2,176.8,295.7,376.5,350.9,88.108
5/12/2022 14:09,290.6,85.2,425.4,272.4,174.1,280.4,378.5,351.9,88.739
5/12/2022 14:10,295.4,86.4,418.2,274.4,172.2,280,373.2,350.9,87.919
5/12/2022 14:11,295.1,83.6,440,285,173,286.2,367.6,380.6,87.603
5/12/2022 14:12,286.7,79.7,426.5,284.3,171.7,276.6,378.8,348.7,88.171
5/12/2022 14:13,292.3,75.7,432.9,283.7,172.7,285.3,385.2,356.8,88.36
5/12/2022 14:14,303.9,77.4,430.9,278.4,170.8,276.1,375.5,348,87.919
5/12/2022 14:15,283.7,76.8,429.9,286.4,180.5,280.5,381.5,361.9,87.729
5/12/2022 14:16,288.5,80.9,445.2,284.6,175.2,287.7,370.6,348.6,88.865
5/12/2022 14:17,302.7,82.5,439.6,266.9,177.2,283.5,376.9,346.4,88.486
5/12/2022 14:18,295.1,75.1,432.8,285.6,179.9,277.5,378.8,347.5,87.603
5/12/2022 14:19,288.4,77,443.1,292.1,171.3,277.7,366.4,347.9,88.108
5/12/2022 14:20,298.2,82.3,422.6,272.6,172.8,300.7,376,353.8,89.243
5/12/2022 14:21,302.2,83.6,423.2,271,170.7,320.6,372.5,350.3,88.423
5/12/2022 14:22,307.1,86.5,424.1,283.7,171.6,314.9,375.4,350.3,88.045
5/12/2022 14:23,289.7,88.1,423.3,274.7,175.1,315.8,381.6,345.7,88.802
5/12/2022 14:23,299.8,86,422.6,271.3,179.8,314,377.6,344.6,88.549
5/12/2022 14:24,295.7,81.6,426.2,275.3,180.8,292.1,391.6,360.7,87.856
5/12/2022 14:25,296.7,82.8,417.6,282.7,171.9,288.5,373.1,355.6,88.234
5/12/2022 14:26,300.6,84.1,421.5,269,178.9,286.1,391.7,343.5,88.928
5/12/2022 14:27,300,89.6,414.8,270.3,170.1,286.4,386.6,355.2,88.739
5/12/2022 14:28,299.6,84.8,422.7,278.9,172.1,293.5,370.5,391.2,87.982
5/12/2022 14:29,296.5,86,423.9,275.4,177.9,285.4,371.4,344.2,88.865
5/12/2022 14:30,296.3,84.8,412,271,176,287.3,376.2,345.4,88.423
5/12/2022 14:31,295.9,87.3,429.4,270.4,173.3,292.3,394.5,439.8,88.171
5/12/2022 14:32,290.7,88,418.6,284.9,175.6,291.2,418.9,357.7,88.045
5/12/2022 14:33,292,87.1,430.4,268.4,176.9,280.9,419.8,409.8,88.928
5/12/2022 14:34,311.1,83.5,419.3,269.8,171.4,281.8,414.5,362,88.739
5/12/2022 14:35,301.7,83.5,427.1,273.4,181.9,280.1,420.3,364.4,87.982
5/12/2022 14:36,299.7,86.1,418.7,277.7,177.8,280.1,403.2,356.2,88.802
5/12/2022 14:37,292.8,87.8,432.8,271.6,173.1,283.6,375.9,344.6,88.297
5/12/2022 14:38,297.2,89.2,425.6,271.8,172,278.4,390.3,380.4,88.423
5/12/2022 14:39,301,89.1,412.5,280,180.6,278.1,375.8,349.1,87.729
5/12/2022 14:40,311.1,83.8,438.4,273.7,169.9,279.7,369,341,88.675
5/12/2022 14:41,292.7,88.6,420.7,272,164.4,303.8,383.2,348.1,88.739
5/12/2022 14:42,295.5,86,430.1,271.6,177.7,311.9,374.8,348.3,88.234
5/12/2022 14:43,301.4,90.1,429.1,273.8,178.2,306.8,369.6,347.8,88.171
5/12/2022 14:44,296,89.4,427.7,272.6,175.8,281.6,389.1,392.9,88.486
5/12/2022 14:45,294.5,85.9,427.7,270.7,178.2,278.4,387.1,350.8,88.675
5/12/2022 14:46,303.4,86.4,426.3,273.6,173.7,284.3,390.7,354.1,87.982
5/12/2022 14:47,297.6,87.4,431.5,275.7,175.3,287.3,436.5,348.2,88.045
5/12/2022 14:48,307.3,86.6,431.3,274.6,170.4,274.9,421.8,381.1,88.928
5/12/2022 14:49,294.7,88.3,430.3,271.3,169.7,280.6,413.6,351.1,88.171
5/12/2022 14:50,304.7,88,428.9,274.9,178.2,284.9,418.9,364.5,87.603
5/12/2022 14:51,298.7,87.5,417.6,280.3,166.4,283.5,402.1,345.5,88.171
5/12/2022 14:52,309.6,84.7,425.7,276,173.3,284.9,387.5,416.3,88.423
5/12/2022 14:53,296,90.7,438.7,278.6,183.1,282.9,354.1,367.6,87.351
5/12/2022 14:54,302.5,88.9,436.9,280.5,181.2,281.6,374.3,424.3,88.297
5/12/2022 14:55,300.6,90.9,435.6,269.8,176.3,281.6,400.3,341,88.549
5/12/2022 14:56,299.1,86.8,445.5,271.5,171.3,284,392.1,334.2,88.171
5/12/2022 14:57,286.5,87.2,439.3,272.9,174.4,293.8,383.4,353,88.423
5/12/2022 14:58,299.8,89.7,436.7,274,175.3,278.8,399.7,384.1,88.234
5/12/2022 14:59,297,88.1,449.4,271.3,163.2,280.9,398,340.6,88.675
5/12/2022 15:00,290.5,88.9,423.6,269.2,174.4,287.1,387.7,356,87.477
5/12/2022 15:01,293.1,88.6,435.1,280.1,174.9,277.2,396.3,345.3,88.045
5/12/2022 15:02,310.2,90.8,425,273.8,177.9,285.7,390.4,349.9,88.297
5/12/2022 15:03,300,89.3,427.9,274.1,171.4,286.9,393.6,340.5,88.549
5/12/2022 15:04,301.6,85.8,425.1,273.6,166.9,276,390.5,348,87.982
5/12/2022 15:05,302.5,89.2,428.5,271.1,181.3,277.4,395.9,341.2,88.675
5/12/2022 15:06,304.1,88,423.1,277.8,179,286.6,400.5,346.8,88.675
5/12/2022 15:07,291,85.2,423.5,274.4,177.8,291.1,402.8,373,88.865
5/12/2022 15:08,290,85.1,413.7,272.6,175.8,290,395.8,347.5,88.675
5/12/2022 15:09,295.6,80.4,411.8,274.9,179.3,282.8,392.8,348,89.054
5/12/2022 15:10,305.9,85.7,412.8,273.6,174,266.5,392.6,346.2,88.802
5/12/2022 15:11,309.9,88,404.9,274.8,174.9,280,392.9,356.4,87.982
5/12/2022 15:12,297.6,83.3,401.3,273.6,179,278.7,364.4,374.2,87.919
5/12/2022 15:13,295.9,82.7,404.8,276,170.8,280.2,369.7,347.7,88.045
5/12/2022 15:14,307.8,83.4,434.2,275.5,171.6,275.7,366.1,347.5,87.477
5/12/2022 15:15,300.9,85,439.1,272.3,173.1,281.5,367.4,350.7,88.171
5/12/2022 15:16,288.3,83.1,426.7,269.8,174.2,279.5,374.1,347,89.18
5/12/2022 15:17,283.4,81.3,410.7,271.9,172.3,274.5,367.3,351.6,89.306
5/12/2022 15:18,289,84.7,410.7,270.9,177.8,282.5,356.4,345.5,88.297
5/12/2022 15:19,291.3,87.8,403.5,270.4,168.1,280.6,356.5,382.8,88.549
5/12/2022 15:20,301.1,89.5,408.6,271.3,166.4,279.4,362.3,348,88.549
5/12/2022 15:21,295.2,88.8,419.9,270.9,180.6,317.3,364.5,351.4,87.603
5/12/2022 15:22,290.6,91.6,432.6,269.5,176.9,319.5,364.4,353.3,88.423
5/12/2022 15:22,303.1,93.2,421,269.8,172,291.6,367.4,348.5,88.802
5/12/2022 15:23,298.6,94.9,401.8,271.8,163.5,285.1,370.5,346.5,89.432
5/12/2022 15:24,303.7,94.2,407.4,271.7,174.3,275.7,378.2,352.1,88.739
5/12/2022 15:25,298.2,94.9,390.9,268.1,174.8,281.2,368.8,345.2,88.739
5/12/2022 15:26,304.6,91,421,271.2,176.8,286.7,369,338.9,88.234
5/12/2022 15:27,292.1,93.2,393.2,273.1,169.3,284.4,370.4,359.3,88.423
5/12/2022 15:28,292,94.6,395.3,269.3,177.1,281.3,378.5,383.9,88.171
5/12/2022 15:29,291.2,90.6,401,271.1,174.7,284.5,386.9,361.7,88.297
5/12/2022 15:30,302.1,92.1,407.2,269.5,172.8,282.1,378.5,340.5,88.423
5/12/2022 15:31,285.7,93.3,403.8,272.6,163.9,284.5,371.4,349.8,87.919
5/12/2022 15:32,306.3,94.6,408.8,269.9,164.4,273.5,374.7,345.4,87.856
5/12/2022 15:33,307.7,92.4,404.2,267.5,169.7,276.4,374.3,376.7,87.982
5/12/2022 15:34,298.9,95,420.4,268.7,169.5,283.8,383.2,365.3,88.423
5/12/2022 15:35,285.5,92.9,417.3,270,163,284.4,364.1,346.5,87.351
5/12/2022 15:36,295.3,91.6,419.1,266.6,166.2,284.4,361,343.4,87.982
5/12/2022 15:37,300,90.7,431.9,266.1,165.6,274.9,358.3,368.1,88.486
5/12/2022 15:38,303.4,91.6,423.8,265.3,172.8,295.8,351.2,345.7,88.612
5/12/2022 15:39,299.4,91.5,430.5,266.2,173.5,299.1,363.4,366.9,88.297
5/12/2022 15:40,292.7,91.6,431.6,265.7,159.1,291.1,375.1,365.4,88.423
5/12/2022 15:41,299.7,90.8,430.4,270.3,173.8,293.7,367.7,411.7,88.865
5/12/2022 15:42,304.3,89.6,428.8,267.2,169.8,288.5,367,369.3,87.856
5/12/2022 15:43,300,92.5,428,267.1,166.6,291.2,374.4,344.9,87.666
5/12/2022 15:44,296.1,96.9,422.7,265.7,164.8,296.5,363.4,348.6,87.856
5/12/2022 15:45,298.3,91.8,429.4,260.7,171.6,285.6,378.3,366.3,88.297
5/12/2022 15:46,286.7,91,413.8,264.8,161.8,284.1,370.5,344.4,87.919
5/12/2022 15:47,299.8,90.8,428.2,262.4,166.7,288,385,348.7,87.729
5/12/2022 15:48,295.6,87.6,413.5,263.3,166.7,293.2,380.9,345.3,88.234
5/12/2022 15:49,301.3,86.6,418.8,266.2,167,282.9,387.4,348.2,88.36
5/12/2022 15:50,307.2,89.6,425.9,262.6,161.2,285.6,365.5,359.4,88.675
5/12/2022 15:51,300.1,92.4,406.1,264,172.3,284.9,400.7,431.5,89.243
5/12/2022 15:52,301.3,93.4,425,263.5,168.7,278.9,375,344.4,89.054
5/12/2022 15:53,304.9,95,392,263.7,168.7,278.5,373.6,338.9,88.423
5/12/2022 15:54,314,85.2,414.9,263.4,168.2,275.7,371.8,343.3,88.045
5/12/2022 15:55,317.9,98.4,413.3,262.6,170.8,281.4,369.1,343,88.928
5/12/2022 15:56,308.1,98,424.3,264.5,164.8,269.5,364.2,347.8,89.117
5/12/2022 15:57,288.4,97.3,417.2,267.4,170.6,276.2,372.2,344,89.18
5/12/2022 15:58,290.5,90.6,398.4,266.5,167.3,281.4,365.9,360.3,89.432
5/12/2022 15:59,297.5,96.4,393.6,267,170.5,280.8,369.3,341.5,89.748
5/12/2022 16:00,296,91.6,396.3,268.4,161.7,270.1,361.2,348.2,88.549
5/12/2022 16:01,305.7,91.2,402.6,265.7,168.2,276.7,371.3,346.5,88.486
5/12/2022 16:02,298.6,97.4,396.1,264.9,166.8,271.8,368.1,368.8,88.928
5/12/2022 16:03,306.9,97.7,399.4,269.8,172.7,273.1,370.2,350.1,89.495
5/12/2022 16:04,297.9,94.7,393.6,269.9,163.7,280.9,374.1,341.5,89.369
5/12/2022 16:05,293.6,93.8,391.5,270.1,169.3,276.6,367.2,373.4,89.243
5/12/2022 16:06,303.6,93.8,377.4,268.9,166.2,282.6,364.8,355,89.937
5/12/2022 16:07,305.2,85.5,370.2,267.2,173.3,284.5,374.4,344,89.306
5/12/2022 16:08,302,86.2,380.6,267.8,163.3,278.1,372.3,343.5,88.675
5/12/2022 16:09,298,93.4,380.9,267.6,167.5,282.4,369.1,341.1,88.549
5/12/2022 16:10,296.2,89.4,403.3,269.9,160.1,281.3,378.7,355.8,89.18
5/12/2022 16:11,299.1,85.8,395,270.5,168.9,275.4,368.6,350.2,88.739
5/12/2022 16:12,292.6,86.5,390.7,268.8,169.3,284.2,372.5,350.7,88.36
5/12/2022 16:13,287.2,86,387.1,271.6,168.8,281.6,369.9,348.1,88.928
5/12/2022 16:14,304.1,84.2,390.7,269.8,174.4,286.5,367.5,352.6,89.369
5/12/2022 16:15,303.1,88.1,390.7,269.3,169.6,274.6,375.8,345.9,88.928
5/12/2022 16:16,301.5,86.7,407.5,270.8,169.1,283.7,372.1,360.7,88.612
5/12/2022 16:17,298.6,95.3,392.4,269.5,171.7,275.4,386.4,346,88.675
5/12/2022 16:18,298.4,83.4,383.3,268.1,162,275.7,378.1,367.1,88.675
5/12/2022 16:19,297.5,92.9,409,270.9,164.9,282.4,368.2,341.9,88.045
5/12/2022 16:20,301.2,97.7,406.3,271.3,168.9,266.3,374.9,347.9,88.675
5/12/2022 16:21,295.8,96.1,415,270.5,168.5,276.6,379.8,347.4,89.054
5/12/2022 16:21,299.8,93.1,404.2,268.8,171.8,287,373.6,345,88.865
5/12/2022 16:22,304.4,93.4,410.1,269.1,174.8,279.7,371.4,340.4,88.612
5/12/2022 16:23,301.1,94.5,410.3,271.1,165.1,274.7,378.4,361,88.675
5/12/2022 16:24,297.5,93.8,407.4,269.4,161.8,276.7,367.6,348.4,89.054
5/12/2022 16:25,294.6,97.4,408.7,269.7,165.1,291.3,364.7,381.9,88.549
5/12/2022 16:26,294.8,96.3,414.5,265.8,171.1,311.6,361.4,346.5,88.675
5/12/2022 16:27,285.3,91.4,412.6,265.6,166.4,286.6,381.1,348.3,88.991
5/12/2022 16:28,305,95.6,404.4,267.1,164.6,279.7,373,363.8,89.117
5/12/2022 16:29,295.2,90.1,411,273.1,172.8,289.2,377.4,341.2,88.486
5/12/2022 16:30,297.3,94.5,407.9,271.1,166.6,289.8,368.4,339.5,88.612
5/12/2022 16:31,288.7,92.2,403.2,271.9,170.4,286,367.2,349.1,88.928
5/12/2022 16:32,303.8,91.1,411.9,270.8,168.4,280.9,373,343.9,89.18
5/12/2022 16:33,290.8,93,424.2,272.3,168.4,284.6,379.7,338.9,89.558
5/12/2022 16:34,307.6,89,406,271.9,159.3,277.4,384.7,359.8,89.685
5/12/2022 16:35,295.9,88,392.6,268.9,165.2,282.2,379.5,343.1,89.622
5/12/2022 16:36,290.5,94.3,386.1,269.9,172.7,275.2,374.7,354.1,88.928
5/12/2022 16:37,302.5,95,395.3,270.8,170.2,287,376.2,343.7,88.612
5/12/2022 16:38,290.9,89.3,386.1,270.3,170.9,270.6,374.3,354.2,89.054
5/12/2022 16:39,299,93.1,396.1,272.2,172.7,279.4,374.2,343.1,89.117
5/12/2022 16:40,310.3,92.9,394.5,273.6,172.7,272.9,380.5,371.4,88.675
5/12/2022 16:41,293.9,91.3,381.5,268.9,163.9,275.2,377.5,344.7,88.612
5/12/2022 16:42,298.5,93.3,389.7,272.3,168.9,281.5,373.3,357.1,89.054
5/12/2022 16:43,293.6,95.4,387.2,273.3,169.6,282.8,390.2,360.8,88.549
5/12/2022 16:44,306.7,94.7,383.9,269.6,164.4,277.8,376.2,340.6,88.675
5/12/2022 16:45,299.9,92,388,269.6,165.9,289.5,373.8,348.8,88.865
